Number,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr), 1h, 24h, 7d
848,Dalecoin,DALC,280334.786676,0.607098,461762.0,16413.0,2.08,14.99,-19.14
849,DIBCOIN,DIBC,276774.5,0.0553549,5000000.0,684.163,-1.88,14.53,2.41
850,Global Tour Coin,GTC,270010.860874,0.00903427,29887402.1779,2884.32,-5.62,3.09,26.05
851,Allion,ALL,269173.082855,0.0434195,6199359.3398,789.916,-4.24,86.22,65.09
852,NevaCoin,NEVA,266289.89227,0.104261,2554070.0,2490.96,13.04,47.01,66.32
853,300 Token,300,265713.9,885.713,300.0,4507.11,-0.99,-13.62,22.60
854,ReeCoin,REE,259934.72,0.000101537,2560000000.0,1807.07,-23.47,-12.90,-17.27
855,TagCoin,TAG,258241.239422,0.0415944,6208557.86889,1224.29,-1.75,-15.08,-37.03
856,Marijuanacoin,MAR,256944.482777,0.15748,1631600.72883,10043.6,-2.53,32.69,17.87
857,Quatloo,QTL,252274.704279,0.0326828,7718882.84599,8847.21,-1.26,6.79,-18.06
858,MustangCoin,MST,250115.786686,0.396793,630343.24367,1888.1,-1.04,-1.27,6.91
859,Darsek,KED,247617.032331,0.0145257,17046822.6888,674.623,2.12,17.18,-13.69
860,HempCoin,HMP,240320.248491,0.000177143,1356645469.99,574.643,-1.00,11.42,105.11
861,CacheCoin,CACH,239493.800448,0.0570885,4195132.12728,1526.86,6.83,16.54,-2.12
862,Eryllium,ERY,235677.428777,0.041963,5616315.05796,4602.23,-2.65,5.50,-8.23
863,StarCash Network,STARS,231162.825228,0.262525,880536.425972,1113.47,26.01,41.86,-52.04
864,EagleCoin,EAGLE,226386.687597,0.108142,2093420.57293,742.979,-5.56,33.72,-10.41
865,Bitcoin Planet,BTPL,218753.856688,0.0354285,6174516.46803,645.414,-0.99,4.99,15.57
866,CoExistCoin,COXST,216183.746,0.00797726,27100000.0,1621.12,-0.50,115.98,77.84
867,Rupaya,RUPX,213371.228227,0.0345384,6177797.12515,1825.6,-0.99,-47.78,-25.80
868,Beatcoin,XBTS,212318.637591,0.139254,1524686.09585,14892.2,-1.52,-0.28,-3.89
869,Advanced Inte...,AIB,209133.024193,0.00875885,23876767.4059,5690.66,-0.01,-24.72,-29.72
870,Luna Coin,LUNA,207781.681037,0.121764,1706429.49506,1062.05,-2.56,14.13,27.11
871,FuzzBalls,FUZZ,207683.771044,0.0429992,4829945.0,847.747,7.67,17.98,11.63
872,EcoCoin,ECO,197697.306166,0.17141,1153359.23322,1879.92,-0.98,20.26,7.26
873,Creatio,XCRE,197099.94738,0.00960502,20520514.0,667.409,-0.99,15.36,6.49
874,Cannation,CNNC,195360.702512,0.0788733,2476892.71923,1770.64,-0.99,6.71,-8.15
875,PayCon,CON,192053.882837,0.00833473,23042604.0,783.23,-1.00,5.33,-6.19
876,Acoin,ACOIN,187287.921187,0.153504,1220084.95666,644.428,-9.89,28.78,-9.83
877,GoldPieces,GP,186219.743735,0.152619,1220160.94808,820.893,-1.17,8.34,-1.59
878,Roofs,ROOFS,184228.2,0.00141714,130000000.0,2460.5,-1.00,37.14,41.55
879,Comet,CMT,179468.68611,0.205617,,1100.3,-1.01,36.06,26.10
880,X-Coin,XCO,178207.419664,0.014389,12384976.0,2973.37,6.03,5.34,-3.00
881,Neuro,NRO,178010.672893,0.00380856,46739626.7599,820.313,1.36,-11.30,-30.87
882,Useless Ether...,UET,175914.010674,0.0443587,3965716.09795,29431.4,-18.04,54.12,16.25
883,Bitcedi,BXC,173348.504715,0.0301142,5756370.90526,1652.48,-1.00,21.81,-4.35
884,Quebecoin,QBC,173322.854555,0.0113371,15288112.0,4533.77,-3.37,3.80,9.39
885,Veltor,VLT,164829.66514,0.297068,554855.0,548.703,-0.99,10.19,5.35
886,Spots,SPT,163058.251157,0.00727743,22406021.2405,547.256,-8.75,-9.61,-4.05
887,Flaxscript,FLAX,156167.177512,0.0279,5597389.875,583.709,-1.00,11.07,-7.23
888,Cthulhu Offer...,OFF,155184.630116,0.0591656,2622886.10469,1330.14,-0.99,12.40,-8.02
889,bitEUR,BITEUR,153222.5556,1.4226,107706.0,2302.3,0.01,-0.57,36.47
890,SongCoin,SONG,149986.327863,0.00460571,32565300.0,2456.33,-0.99,24.58,3.33
891,Kronecoin,KRONE,146361.768387,0.0292285,5007501.86931,1384.48,7.24,9.35,9.12
892,Gold Pressed ...,GPL,140937.888819,0.549408,256526.823088,680.974,-1.00,1.96,-13.44
893,VapersCoin,VPRC,138193.676498,0.000177143,780124964.0,3157.4,-0.99,11.42,2.99
894,BnrtxCoin,BNX,137004.74304,0.00478285,28645001.0015,2065.95,-6.20,18.20,-0.95
895,Debitcoin,DBTC,125563.073185,0.00697587,17999629.1768,585.899,-0.31,-1.16,-23.61
896,Coinonat,CXT,125491.70496,0.0145528,8623200.0,772.652,-1.00,3.96,-21.20
897,BenjiRolls,BENJI,124578.380766,0.0061441,20276099.1465,2136.09,-0.98,6.72,-7.73
898,Speedcash,SCS,113448.87759,0.433291,261830.680974,1764.35,-0.99,62.95,32.03
899,LiteCoin Ultra,LTCU,100494.842467,0.100565,999302.3663,5307.66,2.63,16.49,-8.80
900,BOAT,BOAT,98568.442258,0.00531428,18547845.1,800.385,-3.67,44.16,14.99
901,MiloCoin,MILO,91147.1629036,0.00844741,10789953.7141,595.427,-0.99,15.35,-4.64
902,Torcoin,TOR,90930.0909952,0.287591,316178.500006,1170.68,-0.99,16.87,-4.94
903,Master Swiscoin,MSCN,88718.3616729,0.00196526,45143320.3102,4265.33,-5.04,3.71,3.56
904,iDice,ICE,84100.5576123,0.0535327,1571012.81296,840.763,-1.00,-19.75,-25.40
905,WARP,WARP,74597.1304312,0.0681113,1095224.0,1446.47,-1.00,,
906,Veros,VRS,66960.3235582,0.000137606,486609040.0,15750.3,64.49,40.80,17.05
907,AnarchistsPrime,ACP,64079.8969431,0.0145806,4394873.80102,1664.78,-1.02,16.36,22.83
908,GeertCoin,GEERT,62186.4576974,0.0122145,5091199.615,828.479,10.13,41.12,9.34
909,G3N,G3N,53581.2910587,0.0070857,7561891.0,9362.06,-1.00,0.30,-29.88
910,ExchangeN,EXN,49335.666,0.00967366,5100000.0,1458.61,-0.96,7.69,-40.95
911,Litecred,LTCR,49129.4643941,0.00162531,30227750.0256,1578.18,-1.10,148.00,98.50
912,WomenCoin,WOMEN,37545.8172896,0.000849061,44220400.2887,1920.66,-13.72,2.85,-30.95
913,Coupecoin,COUPE,35687.272859,0.000163492,218281462.451,7889.12,63.03,67.49,52.46
914,Elysium,ELS,35118.1887011,0.00876856,4005012.07736,979.1,-1.99,1.15,-3.67
915,PRCoin,PRC,31646.27529,0.00177165,17862600.0,14295.0,-1.03,-25.53,-19.30
916,SocialCoin,SOCC,28702.5791199,0.0207257,1384878.63473,710.929,-0.99,1.96,33.32
917,Dollar Online,DOLLAR,27906.899813,0.0370228,753776.046463,1917.31,-8.03,6.85,-15.54
918,Argus,ARGUS,26409.7306179,0.0229985,1148324.048,592.95,-1.34,-0.49,-10.00
919,LevoPlus,LVPS,20690.4748849,0.0103871,1991939.51006,15427.8,16.89,3.53,-22.83
920,Project-X,NANOX,18938.009664,241976.0,0.078264,1541.28,-0.99,12.34,-18.31
921,Aerium,AERM,18314.1968883,0.012037,1521491.80761,29147.1,-5.12,12.21,-40.07
922,CrevaCoin,CREVA,16115.861982,0.000442856,36390750.0,856.246,-0.99,3.97,-19.16
923,Vault Coin,VLTC,10265.390124,0.000337838,30385540.182,8194.7,13.59,28.61,-33.28
924,Tristar Coin,TSTR,9351.81335728,0.00186,5027856.6437,15366.6,-20.03,23.69,130.71
925,EXRNchain,EXRN,6713.745,4.47583e-05,150000000.0,543.648,-0.56,9.15,-6.78
926,CaliphCoin,CALC,5312.22661858,0.000798614,6651807.52977,1382.19,-0.99,-14.78,-13.03
927,HarmonyCoin,HMC,3675.107301,0.00654825,561235.032413,6079.2,-0.99,9.70,2.59
928,Digital Money...,DMB,2126.958328,0.00504856,421300.0,2591.42,-1.28,6.31,-4.00
929,Paypex,PAYX,50847628.4447,0.743601,68380258.29,,,9.79,14.37
930,Grid+,GRID,43901317.415,1.11889,39236491.0,264.378,-0.56,11.33,-16.56
931,Spectre.ai Di...,SXDT,43559062.1798,0.550048,79191383.6244,275.024,-0.56,11.33,2.48
932,Jinn,JINN,43345473.358,738.386,58703.0,,,4.17,19.27
933,BCAP,BCAP,27502200.0,2.75022,10000000.0,2.66152,-0.56,11.33,32.76
934,Credo,CREDO,20324987.1439,0.0369618,549891702.891,0.0,,13.51,-11.86
935,Target Coin,TGT,19391663.0871,0.0203602,952429892.0,466.912,-1.01,7.72,-4.18
936,Starbase,STAR,18131606.25,0.0967019,187500000.0,26.6152,-0.56,-96.47,-67.69
937,Hubii Network,HBT,14822915.1151,1.09666,13516418.1379,0.0,,8.79,40.99
938,Mercury Protocol,GMT,11459214.9823,0.0672846,170309624.822,0.0,,5.69,30.92
939,Tao,XTO,11030430.5154,0.336571,32772967.7107,190.939,-1.03,20.76,-20.07
940,The ChampCoin,TCC,9889408.38296,0.0599628,164925727.0,10.7933,-1.00,11.39,2.56
941,Prospectors Gold,PGL,8380743.0,0.129934,64500000.0,62.0308,-0.99,81.62,
942,EventChain,EVC,8201911.69113,0.262457,31250497.0,100.697,-17.91,-13.01,-2.87
943,Starta,STA,8177182.73301,1.57253,,51.3352,-0.73,19.52,24.54
944,AsiaCoin,AC,8115222.28225,0.00619999,1308908930.86,416.551,-1.00,-8.07,-19.27
945,Virtacoin,VTA,7122361.99042,0.00136934,5201310113.21,10.27,-1.37,,5.92
946,REAL,REAL,6818195.8796,0.678035,10055817.0,242.784,29.91,49.01,20.70
947,REX,REX,6357852.31884,0.734099,8660756.0,58.0444,-0.56,52.01,-3.55
948,Blockpool,BPL,6340426.90409,0.284402,22293890.0011,146.393,0.08,18.63,7.49
949,SmartBillions,SMART,5983291.72313,0.843993,7089267.0,3.54869,-0.56,11.33,10.82
950,Bowhead,AHT,5313152.0,0.664144,8000000.0,125.444,-1.02,25.42,-4.00
951,vSlice,VSL,5193557.75303,0.15554,33390496.0334,212.356,-0.99,45.33,50.00
952,Chronologic,DAY,4336620.15743,7.00379,619181.922563,353.7,-0.71,27.36,1.74
953,Ixcoin,IXC,3857511.46633,0.183699,20999087.999,200.408,-0.59,13.73,-2.96
954,Crypto Bullion,CBX,3733183.38437,3.70007,1008949.39403,268.584,2.13,18.87,35.39
955,LuckChain,BASH,3271274.73041,0.00456966,715868298.826,165.847,-0.99,11.52,-18.89
956,Intelligent T...,ITT,3234250.91467,0.330029,9799899.14424,369.632,-0.56,6.37,12.99
957,Ethbits,ETBS,3204654.37373,2.30285,1391603.61019,169.463,-1.03,28.22,26.57
958,FIMKrypto,FIMK,2929435.13545,0.00507697,577004618.0,0.0,,,29.30
959,Darcrus,DAR,2835912.11919,0.208517,13600388.07,264.392,-2.93,,3.65
960,Accelerator N...,ACC,2529263.94516,9.30645,271775.375697,51.4561,-0.56,11.33,12.78
961,Gimli,GIM,2484088.0,0.0310511,80000000.0,430.279,-0.64,11.33,13.43
962,ICO OpenLedger,ICOO,2304806.22554,4.94645,465951.5866,67.9035,0.17,7.58,-13.48
963,Ethereum Movi...,EMV,2292134.1673,0.349056,6566666.0,0.0,,,-3.68
964,Renos,RNS,2003075.77517,0.0600513,33356076.8072,354.386,-1.74,13.65,-5.48
965,AurumCoin,AU,1888842.77308,6.34811,297544.11519,410.807,-1.00,2.65,16.83
966,Link Platform,LNK,1576621.70349,96.0461,16415.26,496.488,-0.60,7.76,23.24
967,StarCredits,STRC,1553229.0,0.345162,4500000.0,242.893,-0.99,-10.20,20.17
968,HOdlcoin,HODL,1529117.24166,0.00930443,164342925.0,149.568,-0.98,21.65,39.26
969,Shorty,SHORTY,1514570.00198,0.0151457,100000000.13,2.7535,-1.00,,33.87
970,EthBet,EBET,1508641.0875,0.177435,8502500.0,493.002,-0.56,-10.96,9.28
971,Smart Investm...,SIFT,1467341.1695,2.0297,722935.0,,,7.01,-8.26
972,Rasputin Onli...,ROC,1418720.5591,1.30922,1083638.01279,,,1.54,-6.93
973,InPay,INPAY,1395840.0,0.139584,10000000.0,0.0,,-1.35,-14.44
974,Rustbits,RUSTBITS,1387006.33939,0.039291,35300866.3407,0.0,,,
975,ShadowCash,SDC,1373379.38059,0.205131,6695133.25917,54.4753,-1.00,-5.80,-22.64
976,Universe,UNI,1337750.16088,0.0858566,15581215.1993,295.147,-1.16,49.76,1.96
977,Emphy,EPY,1300929.9273,0.169903,7656897.92,0.0,,6.60,-44.86
978,Orbitcoin,ORB,1261246.65049,0.401671,3139999.27923,235.119,-1.00,9.82,-10.77
979,MetalCoin,METAL,1212784.78825,0.0157657,76925527.458,169.852,-1.00,,-22.32
980,Giga Watt Token,WTT,1177713.0,1.30857,900000.0,60.3278,-0.56,11.33,5.52
981,Netko,NETKO,1172708.83448,0.245639,4774115.0,244.588,-1.03,3.92,11.00
982,BitBar,BTB,1142195.67056,31.587,36160.308689,357.94,-1.05,13.24,-12.44
983,UltraCoin,UTC,1108873.37204,0.0242685,45691879.2689,315.677,-0.99,17.42,20.89
984,Trollcoin,TROLL,1094507.77533,0.00192329,569080989.0,374.607,0.87,23.51,20.09
985,GAIA,GAIA,1065211.16603,0.0441971,24101381.4487,30.5372,7.40,11.42,20.99
986,Bitcurrency,BTCR,1021467.02523,0.00602285,169598616.141,161.488,-1.00,84.80,-11.72
987,BigUp,BIGUP,973707.459924,0.000455716,2136654100.19,370.495,-4.19,2.78,20.95
988,Nimfamoney,NIMFA,969977.68764,2.17791,445370.877419,0.0,,8.49,-34.26
989,UniCoin,UNIC,963862.771023,0.322931,2984732.8718,326.761,-1.03,13.45,-10.83
990,Woodcoin,LOG,962021.523535,0.119726,8035193.0536,0.0,,10.80,2.61
991,HoboNickels,HBN,943205.277434,0.0147028,64151405.0,76.749,-1.00,12.78,-13.49
992,Nyancoin,NYAN,846680.751009,0.00265476,318929300.957,289.552,-1.01,10.92,-5.72
993,Bitpark Coin,BPC,840585.0,0.0112078,75000000.0,100.747,0.80,-9.66,-36.04
994,Ammo Reloaded,AMMO,826668.880622,0.0106286,,329.977,4.22,48.56,18.75
995,BTCtalkcoin,TALK,818653.152666,0.0125386,65290634.7332,0.0,,8.78,11.68
996,Truckcoin,TRK,749664.276578,0.00442856,169279467.045,319.911,7.62,21.98,11.64
997,Janus,JNS,744390.146749,0.0323362,23020334.6945,,,,
998,Bitz,BITZ,722976.070962,0.363142,1990890.8112,37.1986,-0.99,33.20,-7.36
999,iCoin,ICN,710791.199625,0.02418,29395831.25,251.344,-0.99,9.12,39.29
1000,Prototanium,PR,703997.9405,3.58563,196338.702125,230.129,-1.03,9.50,-7.50
1001,Flycoin,FLY,680140.931181,3.22639,210805.553941,432.772,-0.99,13.35,6.80
1002,SwagBucks,BUCKS,677193.380131,1.91403,353804.9979,172.607,-0.99,11.47,-7.68
1003,Motocoin,MOTO,642778.738413,0.0343657,18704078.1481,351.955,-0.99,8.90,-16.25
1004,Ratecoin,XRA,625905.436355,0.00529838,118131473.461,318.076,-1.03,21.19,13.42
1005,Signatum,SIGT,621613.248342,0.00575713,107972765.656,228.493,-1.03,5.25,-8.68
1006,Mineum,MNM,599523.525912,0.0635333,9436366.84876,122.803,-1.36,13.61,22.91
1007,BlockPay,BLOCKPAY,595712.4986,0.109742,5428300.0,204.777,0.24,25.46,-12.80
1008,Tattoocoin (S...,TSE,578417.763746,0.00639688,90421856.2403,0.0,,8.75,-19.74
1009,ZoZoCoin,ZZC,570326.937772,0.965427,590750.971096,299.536,-1.00,10.34,2.67
1010,Tigercoin,TGC,543713.679928,0.0124886,,248.411,-1.00,20.85,-16.26
1011,Joincoin,J,540412.805919,0.177054,3052248.5,16.516,-1.00,34.91,12.63
1012,Valorbit,VAL,540104.60025,8.85713e-05,6097964016.0,8.85713,-0.99,11.42,2.56
1013,WayGuide,WAY,531644.336005,0.00531428,100040708.432,3.54276,-0.99,,
1014,Marscoin,MARS,515971.500482,0.0182457,28279074.0,259.529,1.43,15.93,7.73
1015,Nekonium,NUKO,512704.386331,0.0570399,8988521.83,465.123,-0.99,4.98,-29.75
1016,GlobalCoin,GLC,507960.447918,0.00779427,65171009.975,0.935313,-1.00,40.08,1.38
1017,AmberCoin,AMBER,483814.431802,0.0110714,43699480.8066,95.7711,-1.00,61.95,-35.91
1018,bitSilver,BITSILVER,473945.14739,21.5941,21947.9,329.889,0.31,21.57,15.55
1019,PX,PX,444220.866497,0.00451714,98341177.4921,14.6104,-1.00,21.85,4.61
1020,Grimcoin,GRIM,430241.578736,0.00728229,59080533.5597,110.37,0.08,17.46,-29.31
1021,Bankcoin,B@,418678.92426,0.0406809,,132.414,0.57,-11.12,-16.01
1022,Colossuscoin V2,CV2,417848.275709,0.000177143,2358819008.99,1.77143,-1.00,-25.72,2.56
1023,Swing,SWING,417589.263477,0.139881,2985317.97369,54.4275,-0.99,3.55,11.42
1024,Yellow Token,YEL,408103.119965,0.0345998,11794956.0392,7.09739,-0.56,11.33,174.97
1025,VirtualCoin,VC,402915.664584,0.0400342,10064286.6495,107.494,-1.00,11.42,-3.63
1026,FinCoin,FNC,391915.866944,0.0304314,12878667.0,94.7343,10.93,7.79,-18.23
1027,Rubies,RBIES,379429.709481,0.0364302,10415251.8921,67.3832,-1.00,27.22,12.30
1028,Emerald Crypto,EMD,375896.291441,0.0196628,19117129.3733,397.861,14.47,21.25,-8.84
1029,QuazarCoin,QCN,359732.482367,0.0531428,6769166.8931,108.915,22.32,58.51,34.06
1030,SatoshiMadness,MAD,354407.074592,0.000177143,2000683485.05,175.33,-0.99,78.77,2.56
1031,Virtacoinplus,XVP,326713.968214,0.0298952,10928643.0,318.1,-0.93,16.50,-2.57
1032,Catcoin,CAT,326025.307996,0.0518142,6292199.97599,266.023,-1.00,14.40,-0.14
1033,Firecoin,FIRE,322186.900533,3.27386,98411.9359207,342.129,-0.26,64.75,8.31
1034,eREAL,EREAL,319928.63717,0.00428217,74711802.0,0.0,,8.55,48.09
1035,Hexx,HXX,315163.655157,0.20711,1521721.091,354.21,-1.00,7.08,-0.39
1036,Network Token,NTWK,293786.713927,0.0251717,11671310.0,0.0,,9.79,4.51
1037,RonPaulCoin,RPC,282764.63358,0.309999,912146.921699,403.696,-0.99,24.52,3.28
1038,Honey,HONEY,281059.45173,0.66491,422703.0,450.479,-6.55,16.53,3.43
1039,BitQuark,BTQ,275063.793183,0.0289628,9497140.925,434.643,-1.00,-0.80,-57.08
1040,Trident Group,TRDT,269779.374806,0.319919,843274.0,69.0066,-1.03,11.41,-45.89
1041,Cypher,CYP,264977.253098,0.0416285,6365284.67511,45.4919,-1.00,-18.31,-13.46
1042,ICOBID,ICOB,257090.781273,0.00240163,107048455.121,233.855,6.28,11.87,-2.97
1043,SproutsExtreme,SPEX,253899.160468,8.85713e-05,2866607585.84,13.2769,-1.00,11.42,2.56
1044,Mincoin,MNC,250730.618249,0.059572,4208866.88795,198.92,-2.39,-18.45,26.48
1045,Dollarcoin,DLC,246817.450299,0.0271028,9106714.07746,123.438,-0.99,-5.84,-36.73
1046,Virta Unique ...,VUC,229534.263971,0.00371999,61702925.0,150.5,-0.99,37.64,23.07
1047,Evotion,EVO,228685.841489,0.0710837,3217134.75085,317.295,-3.86,4.22,0.25
1048,BROTHER,BRAT,226742.4,0.00141714,160000000.0,394.057,-1.03,4.73,-29.36
1049,Bitcoin 21,XBTC21,224183.731792,0.282665,793107.501077,0.0,,9.25,-17.95
1050,GPU Coin,GPU,215106.332705,0.00531428,40477041.6133,89.9265,6.07,27.71,0.11
1051,Zurcoin,ZUR,201851.789348,0.00230285,87653034.0003,468.367,-0.99,-14.79,-21.57
1052,CompuCoin,CPN,201530.592886,0.0102743,19615019.309,481.15,-8.12,18.84,16.40
1053,BitAsean,BAS,199614.0,0.0399228,5000000.0,48.4042,-0.64,4.57,-32.51
1054,Enigma,XNG,197992.821499,0.343037,577176.285646,202.097,-0.99,18.05,2.58
1055,Impact,IMX,194016.410284,0.00177143,109525304.575,379.45,-1.00,31.09,-29.92
1056,SOILcoin,SOIL,193429.433894,0.0339228,5702048.0,414.281,-1.03,15.65,-6.63
1057,IslaCoin,ISL,191413.951148,0.126454,1513704.2019,0.0,,,-10.90
1058,SACoin,SAC,186462.002881,0.0265714,7017394.75077,0.202474,-1.00,67.13,49.35
1059,Yacoin,YAC,181854.721094,0.00150571,120776724.0,5.57972,-0.99,18.39,2.56
1060,BipCoin,BIP,175692.135888,0.107968,1627261.18747,345.854,-1.00,23.48,23.09
1061,Bolenum,BLN,174485.0,0.0174485,10000000.0,213.362,-1.03,-4.98,-6.81
1062,ETHGAS,EGAS,171200.251633,0.0168545,10157539.6264,212.922,-0.56,11.30,-8.40
1063,JavaScript Token,JS,163203.751116,0.0204209,7991996.0,4.76161,-0.81,28.14,17.86
1064,Money,$$$,146314.605237,0.00318857,45887217.5419,459.828,-0.99,8.41,0.46
1065,Franko,FRK,140806.43176,0.15128,930767.0,1.21024,-0.99,11.36,-0.08
1066,SecretCoin,SCRT,140451.950214,0.0332142,4228671.77935,41.4317,-0.99,11.39,-38.37
1067,Theresa May Coin,MAY,134455.21452,0.00434995,30909600.0,489.068,-18.96,-1.20,-26.79
1068,Solarflarecoin,SFC,133389.847495,0.00947139,14083450.0,489.321,0.33,6.78,9.26
1069,Jewels,JWL,127233.306977,0.00630441,20181635.8671,0.0,,,-17.98
1070,GuccioneCoin,GCC,119862.369604,0.00590876,20285537.0,0.0,,9.31,-8.78
1071,AntiBitcoin,ANTI,117985.356249,0.00675547,17465158.7897,0.0,,,-13.09
1072,Remicoin,RMC,116564.835005,0.062177,1874725.94375,27.267,-0.99,-0.74,-25.64
1073,Braincoin,BRAIN,112653.775045,0.01116,10094424.2872,89.6493,-18.99,16.99,-7.70
1074,Blackstar,BSTAR,111741.090696,0.000177143,630795971.028,186.388,-1.03,68.87,2.56
1075,ZetaMicron,ZMC,106346.78882,0.000177143,600344291.45,21.4374,-0.99,122.85,-1.20
1076,Iconic,ICON,105026.938585,0.177143,592893.53,50.423,-1.00,17.23,28.20
1077,Artex Coin,ATX,103840.163126,0.00552878,18781749.8844,106.364,7.01,7.22,6.98
1078,Jin Coin,JIN,102337.408767,0.0102743,9960523.71131,10.568,-14.93,-4.29,-56.29
1079,Sojourn,SOJ,100993.897602,0.208143,485214.0,76.2112,-1.00,26.24,-25.70
1080,HealthyWormCoin,WORM,100504.561938,0.000885713,113473057.23,64.1439,-1.03,85.71,9.09
1081,Asiadigicoin,ADCN,99367.9512383,0.00398571,24931054.0,163.684,-1.00,23.84,-0.96
1082,VectorAI,VEC2,98752.7019868,0.0058457,16893220.9978,120.047,-1.00,9.76,-18.45
1083,Printerium,PRX,98424.1598338,0.0083257,11821727.8828,22.5586,-0.99,11.62,28.79
1084,Ripto Bux,RBX,97283.8338671,0.00025518,381236123.0,3.68038e-05,0.53,14.53,11.99
1085,BillaryCoin,BLRY,97202.651521,0.0108088,8992917.94843,0.0,,,0.93
1086,MindCoin,MND,93538.1579016,0.00589488,15867695.0,0.0,,9.06,-1.08
1087,ARbit,ARB,93001.859172,0.0113371,8203320.0,0.974284,-0.99,9.68,-11.90
1088,Dreamcoin,DRM,92327.6466759,0.0375542,2458517.20116,60.5849,-0.99,82.41,10.65
1089,GBCGoldCoin,GBC,90835.6794757,0.00799482,11361816.7108,461.299,-0.01,26.32,12.07
1090,Digital Rupees,DRS,90485.1689099,0.000177143,510802960.94,165.201,-1.00,-25.72,-38.78
1091,PIECoin,PIE,90123.3597915,0.00815652,11049241.5628,0.0,,2.61,16.60
1092,EGO,EGO,85028.4007957,0.00141714,60000000.5615,164.97,-1.03,11.42,64.09
1093,CryptoWorldX ...,CWXT,84504.341628,0.00141714,59630200.0,45.7345,-1.00,-5.38,2.56
1094,Shilling,SH,82102.117,0.0143485,5722000.0,231.256,-1.03,25.35,19.53
1095,Metal Music Coin,MTLMC3,79057.8701932,0.000991705,79719140.4633,0.0,,,4.39
1096,Unrealcoin,URC,78392.32632,0.01116,7024402.0,0.88651,,8.80,43.58
1097,Tychocoin,TYCHO,75207.252408,0.0149685,5024368.0,77.8348,-0.99,-4.35,-16.68
1098,Californium,CF,73229.2369612,0.0302028,2424584.375,2.0708,-0.99,12.75,-33.77
1099,Ride My Car,RIDE,72484.7416903,0.000715708,101276975.653,0.0,-0.03,12.55,3.59
1100,Corethum,CRTM,67372.5,0.026949,2500000.0,0.0,,2.47,241.08
1101,VIP Tokens,VIP,66521.8208537,0.000797142,83450402.6305,25.4485,-1.00,43.26,-34.07
1102,BiosCrypto,BIOS,60858.7321955,0.00292285,20821709.0153,56.0421,-1.00,26.79,61.16
1103,Uro,URO,56353.2653477,0.0466767,,0.0,,0.52,-7.61
1104,DAPPSTER,DLISK,55833.5,0.000558335,,0.0,,-0.76,-35.35
1105,Slevin,SLEVIN,55799.9400195,0.000797142,70000000.0245,484.321,-13.35,11.42,-8.78
1106,RSGPcoin,RSGP,55289.9279512,31.9639,1729.76163582,99.0461,-1.00,29.11,28.30
1107,KingN Coin,KNC,55163.0704036,27.4598,2008.86643033,77.1738,-0.99,11.43,-22.35
1108,TAGRcoin,TAGR,54800.2848396,0.00141714,38669633.7974,71.7362,-1.00,4.87,-21.86
1109,PosEx,PEX,54538.9628193,0.0222314,2453240.13869,3.67305,-0.99,26.55,39.90
1110,BowsCoin,BSC,54073.7598272,0.00974284,5550102.41646,19.4857,-0.99,11.39,-24.79
1111,Pulse,PULSE,53192.0310647,0.00371999,14298971.52,1.48995,-1.00,16.99,-55.59
1112,PlayerCoin,PLACO,52880.5352068,0.00150571,35120000.0045,123.218,-1.03,-17.64,-16.98
1113,Wild Beast Block,WBB,52028.3579111,0.285997,181919.243597,113.803,-0.99,-0.02,-12.23
1114,PonziCoin,PONZI,52015.2018631,0.0604056,861099.0018,6.87127,-0.99,11.75,-23.22
1115,CryptoEscudo,CESC,51054.2753535,0.000354285,144105100.0,143.007,-1.00,-35.93,-17.97
1116,Credence Coin,CRDNC,50083.2963566,0.0146143,3427006.17591,121.13,-0.99,4.13,-12.74
1117,Orlycoin,ORLY,48687.8110796,0.00132857,36646778.9274,13.5326,-0.99,,-9.51
1118,Zayedcoin,ZYD,47560.1409835,0.00761713,6243840.00056,78.5943,-0.99,,-13.53
1119,OsmiumCoin,OS76,47115.0807974,0.0526999,894026.0,45.8246,-0.99,,3.25
1120,JobsCoin,JOBS,46951.2697023,0.000442856,106019269.7,11.6167,-1.00,11.39,2.56
1121,PLNcoin,PLNC,46923.085616,0.00274571,,1.64743,-1.00,-23.24,-35.12
1122,LetItRide,LIR,45406.5001043,0.00124,36618145.2454,175.182,-1.00,-25.33,43.58
1123,Xonecoin,XOC,44677.08,0.106374,,0.89953,-0.99,65.01,12.07
1124,iBank,IBANK,42094.7226735,0.00929998,,139.067,-0.99,39.28,284.59
1125,Steps,STEPS,41864.5682294,0.00224776,18625017.0078,0.0,,8.76,4.11
1126,Destiny,DES,39963.3606169,0.0249771,1600000.0247,49.3688,-1.00,7.98,2.92
1127,AgrolifeCoin,AGLC,37950.8286649,0.00451714,8401517.0362,97.8775,-0.99,14.28,14.94
1128,Cabbage,CAB,35339.9412342,0.00336571,,27.8721,-1.03,,2.56
1129,ImpulseCoin,IMPS,34070.1565483,0.00168285,20245510.0266,6.53302,-1.00,-0.29,-25.05
1130,CRTCoin,CRT,33701.1352524,0.425142,79270.303222,17.7245,-0.99,11.42,2.56
1131,SydPak,SDP,32965.8835676,0.205751,160222.227681,42.7448,-0.99,16.78,59.46
1132,Zonecoin,ZNE,31787.6701813,0.0123114,2581970.38365,95.0257,-0.99,-0.08,-34.61
